expression,level,expected
190+3*x,28,274
190+3*x,29,277
190+3*x,30,280
190+5*x,1,195
190+5*x,2,200
190+5*x,3,205
190+5*x,4,210
190+5*x,5,215
190+5*x,6,220
190+5*x,7,225
190+5*x,8,230
190+5*x,9,235
190+5*x,10,240
190+5*x,11,245
190+5*x,12,250
190+5*x,13,255
190+5*x,14,260
190+5*x,15,265
190+5*x,16,270
190+5*x,17,275
190+5*x,18,280
190+5*x,19,285
190+5*x,20,290
190+6*x,1,196
190+6*x,2,202
190+6*x,3,208
190+6*x,4,214
190+6*x,5,220
190+6*x,6,226
190+6*x,7,232
190+6*x,8,238
190+6*x,9,244
190+6*x,10,250
190+6*x,11,256
190+6*x,12,262
190+6*x,13,268
190+6*x,14,274
190+6*x,15,280
190+6*x,16,286
190+6*x,17,292
190+6*x,18,298
190+6*x,19,304
190+6*x,20,310
2,1,2
2,2,2
2,3,2
2,4,2
2,5,2
2,6,2
2,7,2
2,8,2
2,9,2
2,10,2
2,11,2
2,12,2
2,13,2
2,14,2
2,15,2
2,16,2
2,17,2
2,18,2
2,19,2
2,20,2
2,21,2
2,22,2
2,23,2
2,24,2
2,25,2
2,26,2
2,27,2
2,28,2
2,29,2
2,30,2
2*u(x/10),1,2
2*u(x/10),2,2
2*u(x/10),3,2
2*u(x/10),4,2
2*u(x/10),5,2
2*u(x/10),6,2
2*u(x/10),7,2
2*u(x/10),8,2
2*u(x/10),9,2
2*u(x/10),10,2
2*u(x/10),11,4
2*u(x/10),12,4
2*u(x/10),13,4
2*u(x/10),14,4
2*u(x/10),15,4
2*u(x/10),16,4
2*u(x/10),17,4
2*u(x/10),18,4
2*u(x/10),19,4
2*u(x/10),20,4
2*u(x/10),21,6
2*u(x/10),22,6
2*u(x/10),23,6
2*u(x/10),24,6
2*u(x/10),25,6
2*u(x/10),26,6
2*u(x/10),27,6
2*u(x/10),28,6
2*u(x/10),29,6
2*u(x/10),30,6
2*x,1,2
2*x,2,4
2*x,3,6
2*x,4,8
2*x,5,10
2*x,6,12
2*x,7,14
2*x,8,16
2*x,9,18
2*x,10,20
2*x,11,22
2*x,12,24
2*x,13,26
2*x,14,28
2*x,15,30
2*x,16,32
2*x,17,34
2*x,18,36
2*x,19,38
2*x,20,40
2*x,21,42
2*x,22,44
2*x,23,46
2*x,24,48
2*x,25,50
2*x,26,52
2*x,27,54
2*x,28,56
2*x,29,58
2*x,30,60
2+6*u(x/5),1,8
2+6*u(x/5),2,8
2+6*u(x/5),3,8
2+6*u(x/5),4,8
2+6*u(x/5),5,8
2+6*u(x/5),6,14
2+6*u(x/5),7,14
2+6*u(x/5),8,14
2+6*u(x/5),9,14
2+6*u(x/5),10,14
2+d(x/10),1,2
2+d(x/10),2,2
2+d(x/10),3,2
2+d(x/10),4,2
2+d(x/10),5,2
2+d(x/10),6,2
2+d(x/10),7,2
2+d(x/10),8,2
2+d(x/10),9,2
2+d(x/10),10,3
2+d(x/10),11,3
2+d(x/10),12,3
2+d(x/10),13,3
2+d(x/10),14,3
2+d(x/10),15,3
2+d(x/10),16,3
2+d(x/10),17,3
2+d(x/10),18,3
2+d(x/10),19,3
2+d(x/10),20,4
2+d(x/15),1,2
2+d(x/15),2,2
2+d(x/15),3,2
2+d(x/15),4,2
2+d(x/15),5,2
2+d(x/15),6,2
2+d(x/15),7,2
2+d(x/15),8,2
2+d(x/15),9,2
2+d(x/15),10,2
2+d(x/15),11,2
2+d(x/15),12,2
2+d(x/15),13,2
2+d(x/15),14,2
2+d(x/15),15,3
2+d(x/15),16,3
2+d(x/15),17,3
2+d(x/15),18,3
2+d(x/15),19,3
2+d(x/15),20,3
2+d(x/15),21,3
2+d(x/15),22,3
2+d(x/15),23,3
2+d(x/15),24,3
2+d(x/15),25,3
2+d(x/15),26,3
2+d(x/15),27,3
2+d(x/15),28,3
2+d(x/15),29,3
2+d(x/15),30,4
2+d(x/5),1,2
2+d(x/5),2,2
2+d(x/5),3,2
2+d(x/5),4,2
2+d(x/5),5,3
2+d(x/5),6,3
2+d(x/5),7,3
2+d(x/5),8,3
2+d(x/5),9,3
2+d(x/5),10,4
2+d(x/5),11,4
2+d(x/5),12,4
2+d(x/5),13,4
2+d(x/5),14,4
2+d(x/5),15,5
2+d(x/5),16,5
2+d(x/5),17,5
2+d(x/5),18,5
2+d(x/5),19,5
2+d(x/5),20,6
2+d(x/6),1,2
2+d(x/6),2,2
2+d(x/6),3,2
2+d(x/6),4,2
2+d(x/6),5,2
2+d(x/6),6,3
2+d(x/6),7,3
2+d(x/6),8,3
2+d(x/6),9,3
2+d(x/6),10,3
2+d(x/6),11,3
2+d(x/6),12,4
2+d(x/6),13,4
2+d(x/6),14,4
2+d(x/6),15,4
2+d(x/6),16,4
2+d(x/6),17,4
2+d(x/6),18,5
2+d(x/6),19,5
2+d(x/6),20,5
2+d(x/7),1,2
2+d(x/7),2,2
2+d(x/7),3,2
2+d(x/7),4,2
2+d(x/7),5,2
2+d(x/7),6,2
2+d(x/7),7,3
2+d(x/7),8,3
2+d(x/7),9,3
2+d(x/7),10,3
2+d(x/7),11,3
2+d(x/7),12,3
2+d(x/7),13,3
2+d(x/7),14,4
2+d(x/7),15,4
2+d(x/7),16,4
2+d(x/7),17,4
2+d(x/7),18,4
2+d(x/7),19,4
2+d(x/7),20,4
2+d(x/7),21,5
2+d(x/7),22,5
2+d(x/7),23,5
2+d(x/7),24,5
2+d(x/7),25,5
2+d(x/7),26,5
2+d(x/7),27,5
2+d(x/7),28,6
2+d(x/7),29,6
2+d(x/7),30,6
2+u(x/10),1,3
2+u(x/10),2,3
2+u(x/10),3,3
2+u(x/10),4,3
2+u(x/10),5,3
2+u(x/10),6,3
2+u(x/10),7,3
2+u(x/10),8,3
2+u(x/10),9,3
2+u(x/10),10,3
2+u(x/10),11,4
2+u(x/10),12,4
2+u(x/10),13,4
2+u(x/10),14,4
2+u(x/10),15,4
2+u(x/10),16,4
2+u(x/10),17,4
2+u(x/10),18,4
2+u(x/10),19,4
2+u(x/10),20,4
2+u(x/10),21,5
2+u(x/10),22,5
2+u(x/10),23,5
2+u(x/10),24,5
2+u(x/10),25,5
2+u(x/10),26,5
2+u(x/10),27,5
2+u(x/10),28,5
2+u(x/10),29,5
2+u(x/10),30,5
2+u(x/4),1,3
2+u(x/4),2,3
2+u(x/4),3,3
2+u(x/4),4,3
2+u(x/4),5,4
2+u(x/4),6,4
2+u(x/4),7,4
2+u(x/4),8,4
2+u(x/4),9,5
2+u(x/4),10,5
2+u(x/4),11,5
2+u(x/4),12,5
2+u(x/4),13,6
2+u(x/4),14,6
2+u(x/4),15,6
2+u(x/4),16,6
2+u(x/4),17,7
2+u(x/4),18,7
2+u(x/4),19,7
2+u(x/4),20,7
2+u(x/5),1,3
2+u(x/5),2,3
2+u(x/5),3,3
2+u(x/5),4,3
2+u(x/5),5,3
2+u(x/5),6,4
2+u(x/5),7,4
2+u(x/5),8,4
2+u(x/5),9,4
2+u(x/5),10,4
2+u(x/5),11,5
2+u(x/5),12,5
2+u(x/5),13,5
2+u(x/5),14,5
2+u(x/5),15,5
2+u(x/5),16,6
2+u(x/5),17,6
2+u(x/5),18,6
2+u(x/5),19,6
2+u(x/5),20,6
2+u(x/5),21,7
2+u(x/5),22,7
2+u(x/5),23,7
2+u(x/5),24,7
2+u(x/5),25,7
2+u(x/5),26,8
2+u(x/5),27,8
2+u(x/5),28,8
2+u(x/5),29,8
2+u(x/5),30,8
2+u(x/7),1,3
2+u(x/7),2,3
2+u(x/7),3,3
2+u(x/7),4,3
2+u(x/7),5,3
2+u(x/7),6,3
2+u(x/7),7,3
2+u(x/7),8,4
2+u(x/7),9,4
2+u(x/7),10,4
2+u(x/7),11,4
2+u(x/7),12,4
2+u(x/7),13,4
2+u(x/7),14,4
2+u(x/7),15,5
2+u(x/7),16,5
2+u(x/7),17,5
2+u(x/7),18,5
2+u(x/7),19,5
2+u(x/7),20,5
20,1,20
20,2,20
20,3,20
20,4,20
20,5,20
20,6,20
20,7,20
20,8,20
20,9,20
20,10,20
20,11,20
20,12,20
20,13,20
20,14,20
20,15,20
20,16,20
20,17,20
20,18,20
20,19,20
20,20,20
20,21,20
20,22,20
20,23,20
20,24,20
20,25,20
20,26,20
20,27,20
20,28,20
20,29,20
20,30,20
20*u(x/7),1,20
20*u(x/7),2,20
20*u(x/7),3,20
20*u(x/7),4,20
20*u(x/7),5,20
20*u(x/7),6,20
20*u(x/7),7,20
20*u(x/7),8,40
20*u(x/7),9,40
20*u(x/7),10,40
20*u(x/7),11,40
20*u(x/7),12,40
20*u(x/7),13,40
20*u(x/7),14,40
20*u(x/7),15,60
20*u(x/7),16,60
20*u(x/7),17,60
20*u(x/7),18,60
20*u(x/7),19,60
20*u(x/7),20,60
20*x,1,20
20*x,2,40
20*x,3,60
20*x,4,80
20*x,5,100
20*x,6,120
20*x,7,140
20*x,8,160
20*x,9,180
20*x,10,200
20*x,11,220
20*x,12,240
20*x,13,260
20*x,14,280
20*x,15,300
20+2*d(x/2),1,20
20+2*d(x/2),2,22
20+2*d(x/2),3,22
20+2*d(x/2),4,24
20+2*d(x/2),5,24
20+2*d(x/2),6,26
20+2*d(x/2),7,26
20+2*d(x/2),8,28
20+2*d(x/2),9,28
20+2*d(x/2),10,30
20+2*d(x/2),11,30
20+2*d(x/2),12,32
20+2*d(x/2),13,32
20+2*d(x/2),14,34
20+2*d(x/2),15,34
20+2*d(x/2),16,36
20+2*d(x/2),17,36
20+2*d(x/2),18,38
20+2*d(x/2),19,38
20+2*d(x/2),20,40
20+2*d(x/3),1,20
20+2*d(x/3),2,20
20+2*d(x/3),3,22
20+2*d(x/3),4,22
20+2*d(x/3),5,22
20+2*d(x/3),6,24
20+2*d(x/3),7,24
20+2*d(x/3),8,24
20+2*d(x/3),9,26
20+2*d(x/3),10,26
20+2*d(x/3),11,26
20+2*d(x/3),12,28
20+2*d(x/3),13,28
20+2*d(x/3),14,28
20+2*d(x/3),15,30
20+2*d(x/3),16,30
20+2*d(x/3),17,30
20+2*d(x/3),18,32
20+2*d(x/3),19,32
20+2*d(x/3),20,32
20+2*d(x/3),21,34
20+2*d(x/3),22,34
20+2*d(x/3),23,34
20+2*d(x/3),24,36
20+2*d(x/3),25,36
20+2*d(x/3),26,36
20+2*d(x/3),27,38
20+2*d(x/3),28,38
20+2*d(x/3),29,38
20+2*d(x/3),30,40
20+2*d(x/4),1,20
20+2*d(x/4),2,20
20+2*d(x/4),3,20
20+2*d(x/4),4,22
20+2*d(x/4),5,22
20+2*d(x/4),6,22
20+2*d(x/4),7,22
20+2*d(x/4),8,24
20+2*d(x/4),9,24
20+2*d(x/4),10,24
20+2*d(x/4),11,24
20+2*d(x/4),12,26
20+2*d(x/4),13,26
20+2*d(x/4),14,26
20+2*d(x/4),15,26
20+2*d(x/4),16,28
20+2*d(x/4),17,28
20+2*d(x/4),18,28
20+2*d(x/4),19,28
20+2*d(x/4),20,30
20+2*u(x/5),1,22
20+2*u(x/5),2,22
20+2*u(x/5),3,22
20+2*u(x/5),4,22
20+2*u(x/5),5,22
20+2*u(x/5),6,24
20+2*u(x/5),7,24
20+2*u(x/5),8,24
20+2*u(x/5),9,24
20+2*u(x/5),10,24
20+2*u(x/5),11,26
20+2*u(x/5),12,26
20+2*u(x/5),13,26
20+2*u(x/5),14,26
20+2*u(x/5),15,26
20+2*u(x/5),16,28
20+2*u(x/5),17,28
20+2*u(x/5),18,28
20+2*u(x/5),19,28
20+2*u(x/5),20,28
20+2*u(x/5),21,30
20+2*u(x/5),22,30
20+2*u(x/5),23,30
20+2*u(x/5),24,30
20+2*u(x/5),25,30
20+2*u(x/5),26,32
20+2*u(x/5),27,32
20+2*u(x/5),28,32
20+2*u(x/5),29,32
20+2*u(x/5),30,32
20+2*x,1,22
20+2*x,2,24
20+2*x,3,26
20+2*x,4,28
20+2*x,5,30
20+2*x,6,32
20+2*x,7,34
20+2*x,8,36
20+2*x,9,38
20+2*x,10,40
20+2*x,11,42
20+2*x,12,44
20+2*x,13,46
20+2*x,14,48
20+2*x,15,50
20+2*x,16,52
20+2*x,17,54
20+2*x,18,56
20+2*x,19,58
20+2*x,20,60
20+2*x,21,62
20+2*x,22,64
20+2*x,23,66
20+2*x,24,68
20+2*x,25,70
20+2*x,26,72
20+2*x,27,74
20+2*x,28,76
20+2*x,29,78
20+2*x,30,80
20+20*u(x/10),1,40
20+20*u(x/10),2,40
20+20*u(x/10),3,40
20+20*u(x/10),4,40
20+20*u(x/10),5,40
20+20*u(x/10),6,40
20+20*u(x/10),7,40
20+20*u(x/10),8,40
20+20*u(x/10),9,40
20+20*u(x/10),10,40
20+20*u(x/10),11,60
20+20*u(x/10),12,60
20+20*u(x/10),13,60
20+20*u(x/10),14,60
20+20*u(x/10),15,60
20+20*u(x/10),16,60
20+20*u(x/10),17,60
20+20*u(x/10),18,60
20+20*u(x/10),19,60
20+20*u(x/10),20,60
20+3*d(x/5),1,20
20+3*d(x/5),2,20
20+3*d(x/5),3,20
20+3*d(x/5),4,20
20+3*d(x/5),5,23
20+3*d(x/5),6,23
20+3*d(x/5),7,23
20+3*d(x/5),8,23
20+3*d(x/5),9,23
20+3*d(x/5),10,26
20+3*d(x/5),11,26
20+3*d(x/5),12,26
20+3*d(x/5),13,26
20+3*d(x/5),14,26
20+3*d(x/5),15,29
20+3*d(x/5),16,29
20+3*d(x/5),17,29
20+3*d(x/5),18,29
20+3*d(x/5),19,29
20+3*d(x/5),20,32
20+3*d(x/5),21,32
20+3*d(x/5),22,32
20+3*d(x/5),23,32
20+3*d(x/5),24,32
20+3*d(x/5),25,35
20+3*d(x/5),26,35
20+3*d(x/5),27,35
20+3*d(x/5),28,35
20+3*d(x/5),29,35
20+3*d(x/5),30,38
20+3*x,1,23
20+3*x,2,26
20+3*x,3,29
20+3*x,4,32
20+3*x,5,35
20+3*x,6,38
20+3*x,7,41
20+3*x,8,44
20+3*x,9,47
20+3*x,10,50
20+3*x,11,53
20+3*x,12,56
20+3*x,13,59
20+3*x,14,62
20+3*x,15,65
20+3*x,16,68
20+3*x,17,71
20+3*x,18,74
20+3*x,19,77
20+3*x,20,80
20+4*d(x/2),1,20
20+4*d(x/2),2,24
20+4*d(x/2),3,24
20+4*d(x/2),4,28
20+4*d(x/2),5,28
20+4*d(x/2),6,32
20+4*d(x/2),7,32
20+4*d(x/2),8,36
20+4*d(x/2),9,36
20+4*d(x/2),10,40
20+4*d(x/2),11,40
20+4*d(x/2),12,44
20+4*d(x/2),13,44
20+4*d(x/2),14,48
20+4*d(x/2),15,48
20+4*d(x/2),16,52
20+4*d(x/2),17,52
20+4*d(x/2),18,56
20+4*d(x/2),19,56
20+4*d(x/2),20,60
20+4*d(x/5),1,20
20+4*d(x/5),2,20
20+4*d(x/5),3,20
20+4*d(x/5),4,20
20+4*d(x/5),5,24
20+4*d(x/5),6,24
20+4*d(x/5),7,24
20+4*d(x/5),8,24
20+4*d(x/5),9,24
20+4*d(x/5),10,28
20+4*d(x/5),11,28
20+4*d(x/5),12,28
20+4*d(x/5),13,28
20+4*d(x/5),14,28
20+4*d(x/5),15,32
20+4*d(x/5),16,32
20+4*d(x/5),17,32
20+4*d(x/5),18,32
20+4*d(x/5),19,32
20+4*d(x/5),20,36
20+4*d(x/5),21,36
20+4*d(x/5),22,36
20+4*d(x/5),23,36
20+4*d(x/5),24,36
20+4*d(x/5),25,40
20+4*d(x/5),26,40
20+4*d(x/5),27,40
20+4*d(x/5),28,40
20+4*d(x/5),29,40
20+4*d(x/5),30,44
20+4*d(x/6),1,20
20+4*d(x/6),2,20
20+4*d(x/6),3,20
20+4*d(x/6),4,20
20+4*d(x/6),5,20
20+4*d(x/6),6,24
20+4*d(x/6),7,24
20+4*d(x/6),8,24
20+4*d(x/6),9,24
20+4*d(x/6),10,24
20+4*d(x/6),11,24
20+4*d(x/6),12,28
20+4*d(x/6),13,28
20+4*d(x/6),14,28
20+4*d(x/6),15,28
20+4*d(x/6),16,28
20+4*d(x/6),17,28
20+4*d(x/6),18,32
20+4*d(x/6),19,32
20+4*d(x/6),20,32
20+4*d(x/6),21,32
20+4*d(x/6),22,32
20+4*d(x/6),23,32
20+4*d(x/6),24,36
20+4*d(x/6),25,36
20+4*d(x/6),26,36
20+4*d(x/6),27,36
20+4*d(x/6),28,36
20+4*d(x/6),29,36
20+4*d(x/6),30,40
20+4*u(x/2),1,24
20+4*u(x/2),2,24
20+4*u(x/2),3,28
20+4*u(x/2),4,28
20+4*u(x/2),5,32
20+4*u(x/2),6,32
20+4*u(x/2),7,36
20+4*u(x/2),8,36
20+4*u(x/2),9,40
20+4*u(x/2),10,40
20+4*u(x/4),1,24
20+4*u(x/4),2,24
20+4*u(x/4),3,24
20+4*u(x/4),4,24
20+4*u(x/4),5,28
20+4*u(x/4),6,28
20+4*u(x/4),7,28
20+4*u(x/4),8,28
20+4*u(x/4),9,32
20+4*u(x/4),10,32
20+4*u(x/4),11,32
20+4*u(x/4),12,32
20+4*u(x/4),13,36
20+4*u(x/4),14,36
20+4*u(x/4),15,36
20+4*u(x/4),16,36
20+4*u(x/4),17,40
20+4*u(x/4),18,40
20+4*u(x/4),19,40
20+4*u(x/4),20,40
20+4*u(x/5),1,24
20+4*u(x/5),2,24
20+4*u(x/5),3,24
20+4*u(x/5),4,24
20+4*u(x/5),5,24
20+4*u(x/5),6,28
20+4*u(x/5),7,28
20+4*u(x/5),8,28
20+4*u(x/5),9,28
20+4*u(x/5),10,28
20+4*u(x/5),11,32
20+4*u(x/5),12,32
20+4*u(x/5),13,32
20+4*u(x/5),14,32
20+4*u(x/5),15,32
20+4*u(x/5),16,36
20+4*u(x/5),17,36
20+4*u(x/5),18,36
20+4*u(x/5),19,36
20+4*u(x/5),20,36
20+4*x,1,24
20+4*x,2,28
20+4*x,3,32
20+4*x,4,36
20+4*x,5,40
20+4*x,6,44
20+4*x,7,48
20+4*x,8,52
20+4*x,9,56
20+4*x,10,60
20+4*x,11,64
20+4*x,12,68
20+4*x,13,72
20+4*x,14,76
20+4*x,15,80
20+4*x,16,84
20+4*x,17,88
20+4*x,18,92
20+4*x,19,96
20+4*x,20,100
20+5*d(x/10),1,20
20+5*d(x/10),2,20
20+5*d(x/10),3,20
20+5*d(x/10),4,20
20+5*d(x/10),5,20
20+5*d(x/10),6,20
20+5*d(x/10),7,20
20+5*d(x/10),8,20
20+5*d(x/10),9,20
20+5*d(x/10),10,25
20+5*d(x/10),11,25
20+5*d(x/10),12,25
20+5*d(x/10),13,25
20+5*d(x/10),14,25
20+5*d(x/10),15,25
20+5*d(x/10),16,25
20+5*d(x/10),17,25
20+5*d(x/10),18,25
20+5*d(x/10),19,25
20+5*d(x/10),20,30
20+5*d(x/10),21,30
20+5*d(x/10),22,30
20+5*d(x/10),23,30
20+5*d(x/10),24,30
20+5*d(x/10),25,30
20+5*d(x/10),26,30
20+5*d(x/10),27,30
20+5*d(x/10),28,30
20+5*d(x/10),29,30
20+5*d(x/10),30,35
20+5*d(x/3),1,20
20+5*d(x/3),2,20
20+5*d(x/3),3,25
20+5*d(x/3),4,25
20+5*d(x/3),5,25
20+5*d(x/3),6,30
20+5*d(x/3),7,30
20+5*d(x/3),8,30
20+5*d(x/3),9,35
20+5*d(x/3),10,35
20+5*d(x/3),11,35
20+5*d(x/3),12,40
20+5*d(x/3),13,40
20+5*d(x/3),14,40
20+5*d(x/3),15,45
20+5*d(x/3),16,45
20+5*d(x/3),17,45
20+5*d(x/3),18,50
20+5*d(x/3),19,50
20+5*d(x/3),20,50
20+5*d(x/4),1,20
20+5*d(x/4),2,20
20+5*d(x/4),3,20
20+5*d(x/4),4,25
20+5*d(x/4),5,25
20+5*d(x/4),6,25
20+5*d(x/4),7,25
20+5*d(x/4),8,30
20+5*d(x/4),9,30
20+5*d(x/4),10,30
20+5*d(x/4),11,30
20+5*d(x/4),12,35
20+5*d(x/4),13,35
20+5*d(x/4),14,35
20+5*d(x/4),15,35
20+5*d(x/4),16,40
20+5*d(x/4),17,40
20+5*d(x/4),18,40
20+5*d(x/4),19,40
20+5*d(x/4),20,45
20+5*d(x/5),1,20
20+5*d(x/5),2,20
20+5*d(x/5),3,20
20+5*d(x/5),4,20
20+5*d(x/5),5,25
20+5*d(x/5),6,25
20+5*d(x/5),7,25
20+5*d(x/5),8,25
20+5*d(x/5),9,25
20+5*d(x/5),10,30
20+5*d(x/5),11,30
20+5*d(x/5),12,30
20+5*d(x/5),13,30
20+5*d(x/5),14,30
20+5*d(x/5),15,35
20+5*d(x/5),16,35
20+5*d(x/5),17,35
20+5*d(x/5),18,35
20+5*d(x/5),19,35
20+5*d(x/5),20,40
20+5*d(x/5),21,40
20+5*d(x/5),22,40
20+5*d(x/5),23,40
20+5*d(x/5),24,40
20+5*d(x/5),25,45
20+5*d(x/5),26,45
20+5*d(x/5),27,45
20+5*d(x/5),28,45
20+5*d(x/5),29,45
20+5*d(x/5),30,50
20+5*d(x/6),1,20
20+5*d(x/6),2,20
20+5*d(x/6),3,20
20+5*d(x/6),4,20
20+5*d(x/6),5,20
20+5*d(x/6),6,25
20+5*d(x/6),7,25
20+5*d(x/6),8,25
20+5*d(x/6),9,25
20+5*d(x/6),10,25
20+5*d(x/6),11,25
20+5*d(x/6),12,30
20+5*d(x/6),13,30
20+5*d(x/6),14,30
20+5*d(x/6),15,30
20+5*d(x/6),16,30
20+5*d(x/6),17,30
20+5*d(x/6),18,35
20+5*d(x/6),19,35
20+5*d(x/6),20,35
20+5*d(x/6),21,35
20+5*d(x/6),22,35
20+5*d(x/6),23,35
20+5*d(x/6),24,40
20+5*d(x/6),25,40
20+5*d(x/6),26,40
20+5*d(x/6),27,40
20+5*d(x/6),28,40
20+5*d(x/6),29,40
20+5*d(x/6),30,45
20+5*u(x/4),1,25
20+5*u(x/4),2,25
20+5*u(x/4),3,25
20+5*u(x/4),4,25
20+5*u(x/4),5,30
20+5*u(x/4),6,30
20+5*u(x/4),7,30
20+5*u(x/4),8,30
20+5*u(x/4),9,35
20+5*u(x/4),10,35
20+5*u(x/4),11,35
20+5*u(x/4),12,35
20+5*u(x/4),13,40
20+5*u(x/4),14,40
20+5*u(x/4),15,40
20+5*u(x/4),16,40
20+5*u(x/4),17,45
20+5*u(x/4),18,45
20+5*u(x/4),19,45
20+5*u(x/4),20,45
20+5*u(x/5),1,25
20+5*u(x/5),2,25
20+5*u(x/5),3,25
20+5*u(x/5),4,25
20+5*u(x/5),5,25
20+5*u(x/5),6,30
20+5*u(x/5),7,30
20+5*u(x/5),8,30
20+5*u(x/5),9,30
20+5*u(x/5),10,30
20+5*u(x/5),11,35
20+5*u(x/5),12,35
20+5*u(x/5),13,35
20+5*u(x/5),14,35
20+5*u(x/5),15,35
20+5*u(x/5),16,40
20+5*u(x/5),17,40
20+5*u(x/5),18,40
20+5*u(x/5),19,40
20+5*u(x/5),20,40
20+5*u(x/5),21,45
20+5*u(x/5),22,45
20+5*u(x/5),23,45
20+5*u(x/5),24,45
20+5*u(x/5),25,45
20+5*u(x/5),26,50
20+5*u(x/5),27,50
20+5*u(x/5),28,50
20+5*u(x/5),29,50
20+5*u(x/5),30,50
20+5*u(x/7),1,25
20+5*u(x/7),2,25
20+5*u(x/7),3,25
20+5*u(x/7),4,25
20+5*u(x/7),5,25
20+5*u(x/7),6,25
20+5*u(x/7),7,25
20+5*u(x/7),8,30
20+5*u(x/7),9,30
20+5*u(x/7),10,30
20+5*u(x/7),11,30
20+5*u(x/7),12,30
20+5*u(x/7),13,30
20+5*u(x/7),14,30
20+5*u(x/7),15,35
20+5*u(x/7),16,35
20+5*u(x/7),17,35
20+5*u(x/7),18,35
20+5*u(x/7),19,35
20+5*u(x/7),20,35
20+5*x,1,25
20+5*x,2,30
20+5*x,3,35
20+5*x,4,40
20+5*x,5,45
20+5*x,6,50
20+5*x,7,55
20+5*x,8,60
20+5*x,9,65
20+5*x,10,70
20+5*x,11,75
20+5*x,12,80
20+5*x,13,85
20+5*x,14,90
20+5*x,15,95
20+5*x,16,100
20+5*x,17,105
20+5*x,18,110
20+5*x,19,115
20+5*x,20,120
20+6*d(x/4),1,20
20+6*d(x/4),2,20
20+6*d(x/4),3,20
20+6*d(x/4),4,26
20+6*d(x/4),5,26
20+6*d(x/4),6,26
20+6*d(x/4),7,26
20+6*d(x/4),8,32
20+6*d(x/4),9,32
20+6*d(x/4),10,32
20+6*d(x/4),11,32
20+6*d(x/4),12,38
20+6*d(x/4),13,38
20+6*d(x/4),14,38
20+6*d(x/4),15,38
20+6*d(x/4),16,44
20+6*d(x/4),17,44
20+6*d(x/4),18,44
20+6*d(x/4),19,44
20+6*d(x/4),20,50
20+6*x,1,26
20+6*x,2,32
20+6*x,3,38
20+6*x,4,44
20+6*x,5,50
20+6*x,6,56
20+6*x,7,62
20+6*x,8,68
20+6*x,9,74
20+6*x,10,80
20+6*x,11,86
20+6*x,12,92
20+6*x,13,98
20+6*x,14,104
20+6*x,15,110
20+6*x,16,116
20+6*x,17,122
20+6*x,18,128
20+6*x,19,134
20+6*x,20,140
20+6*x,21,146
20+6*x,22,152
20+6*x,23,158
20+6*x,24,164
20+6*x,25,170
20+6*x,26,176
20+6*x,27,182
20+6*x,28,188
20+6*x,29,194
20+6*x,30,200
20+8*d(x/5),1,20
20+8*d(x/5),2,20
20+8*d(x/5),3,20
20+8*d(x/5),4,20
20+8*d(x/5),5,28
20+8*d(x/5),6,28
20+8*d(x/5),7,28
20+8*d(x/5),8,28
20+8*d(x/5),9,28
20+8*d(x/5),10,36
20+8*d(x/5),11,36
20+8*d(x/5),12,36
20+8*d(x/5),13,36
20+8*d(x/5),14,36
20+8*d(x/5),15,44
20+8*d(x/5),16,44
20+8*d(x/5),17,44
20+8*d(x/5),18,44
20+8*d(x/5),19,44
20+8*d(x/5),20,52
20+8*x,1,28
20+8*x,2,36
20+8*x,3,44
20+8*x,4,52
20+8*x,5,60
20+8*x,6,68
20+8*x,7,76
20+8*x,8,84
20+8*x,9,92
20+8*x,10,100
20+8*x,11,108
20+8*x,12,116
20+8*x,13,124
20+8*x,14,132
20+8*x,15,140
20+8*x,16,148
20+8*x,17,156
20+8*x,18,164
20+8*x,19,172
20+8*x,20,180
20+8*x,21,188
20+8*x,22,196
20+8*x,23,204
20+8*x,24,212
20+8*x,25,220
20+8*x,26,228
20+8*x,27,236
20+8*x,28,244
20+8*x,29,252
20+8*x,30,260
20+d(x/2),1,20
20+d(x/2),2,21
20+d(x/2),3,21
20+d(x/2),4,22
20+d(x/2),5,22
20+d(x/2),6,23
20+d(x/2),7,23
20+d(x/2),8,24
20+d(x/2),9,24
20+d(x/2),10,25
20+d(x/2),11,25
20+d(x/2),12,26
20+d(x/2),13,26
20+d(x/2),14,27
20+d(x/2),15,27
20+d(x/2),16,28
20+d(x/2),17,28
20+d(x/2),18,29
20+d(x/2),19,29
20+d(x/2),20,30
20+d(x/2),21,30
20+d(x/2),22,31
20+d(x/2),23,31
20+d(x/2),24,32
20+d(x/2),25,32
20+d(x/2),26,33
20+d(x/2),27,33
20+d(x/2),28,34
20+d(x/2),29,34
20+d(x/2),30,35
20+u(x/2),1,21
20+u(x/2),2,21
20+u(x/2),3,22
20+u(x/2),4,22
20+u(x/2),5,23
20+u(x/2),6,23
20+u(x/2),7,24
20+u(x/2),8,24
20+u(x/2),9,25
20+u(x/2),10,25
20+u(x/2),11,26
20+u(x/2),12,26
20+u(x/2),13,27
20+u(x/2),14,27
20+u(x/2),15,28
20+u(x/2),16,28
20+u(x/2),17,29
20+u(x/2),18,29
20+u(x/2),19,30
20+u(x/2),20,30
20+u(x/2),21,31
20+u(x/2),22,31
20+u(x/2),23,32
20+u(x/2),24,32
20+u(x/2),25,33
20+u(x/2),26,33
